Clinic Name,Clinic Street Address,City,State,Postcode,Phone Number,Fax Number,Website address,Staff Names
LifeCare Dental CBD,not available,not available,not available,not available,not available,not available,https://lifecaredental.com.au,"['Dr Rahul Sohoni', 'Dr Alex Negoescu', 'Dr Angela Pathmanthan', 'Dr Ashanth Phillips', 'Dr Joanne Berry', 'Dr Yvonne Yoo', 'Dr Negar Darabi', 'Dr Michelle Dunne', 'Dr Laith Aswad', 'Dr Ealin Lee', 'Dr Vireena Koshal', 'Dr Rainer Anderson', 'Dr Claudia Marino', 'Dr Naz Jennings', 'Dr Megan Collins', 'Dr Diffy Zhou', 'Dr Amanda Chee', 'Dr Ida Khosraviani', 'Dr Christopher Vu', 'Dr Ashley Foo', 'Dr Parnian Zareie', 'Dr Zena Ibrahim']"
Dental O So Gentle,Shop 3 The Atrium / 168 St Georges Terrace,Perth,WA,6000,862543770,892265962,http://www.dentalosogentle.com.au,"['Dr Rohan Jagota', 'Dr Jeff Broude', 'Dr Priya Shah', 'Dr Connor Willis']"
Coolamon Dental Centre,56a Mornington Parkway,Ellenbrook,WA,6069,892969970,892969472,http://www.dentistellenbrook.com.au,"['Dr Shaun Loo', 'Dr Lara Andrews', 'Dr Janni Newby', 'Dr Kent Tan', 'Dr Aron Lazaridis']"
Darch Dental Centre,225 Kingsway Road,Darch,WA,6065,893039770,893039781,http://www.darchdental.com.au,"['Dr Naishadh Desai', 'Dr Gaurav Khatri']"
Willeri Dental,6 / 2 Madeira Rd,Parkwood,WA,6147,894578360,Not Available,http://www.willeridental.com.au,"['Dr Meheransh Chopra', 'Dr Vilas Menon']"
St John Dental Armadale (Previously Apollo Dental),Armadale Central Shopping Centre,Armadale,WA,6112,894981905,Not Available,http://www.stjohnhealth.com.au,"['Dr Alan Yeong', 'Dr Lawrence Chan', 'Dr Samantha Row', 'Dr Vivienne Chin', 'Dr Gabrielle Rogers', 'Dr Marcus Choy', 'Dr Thiviya Sivapatham', 'Dr Stephanie Tan', 'Dr Colleen Devine', 'Dr Elise Tan']"
Marri Gum Family Dental,814 South West Highway,Byford,WA,6122,895250888,895250688,http://www.marrigumfamilydental.com.au,"['Dr Adrian Eng', 'Dr Robert Eng']"
Dentist WA Canning Vale,1-2 / 2 Queensgate Drive,Vale,WA,6155,894554565,Not Available,https://www.dentistwa.com.au,"['Dr Saj De Silva', 'Dr Alex Park', 'Dr Maria Hui', 'Dr Gavin Coles', 'Dr Rajaa Chiri', 'Dr Vicki Foo', 'Dr Lily Taheri-Bidzard', 'Dr Suanne Lam', 'Dr Abdullah Kanbour', 'Dr Lahiru Chandraweera', 'Dr Alex Ong', 'Dr Farzam Mehrabi', 'Dr Hosam Ehdeyhed', 'Dr Yeshani Chandraweera']"
Stirling Street Dental Clinic,Ground Floor,Perth,WA,6000,892277700,Not Available,http://www.stirlingstreetdental.com.au/,"['Dr Jamie Chua', 'Dr Tze Liong Ting']"
Pearsall Dental Centre,Suite 4 / 155 Willespie Drive,Pearsall,WA,6065,894056379,894046745,http://pearsalldental.com.au/,"['Dr Ramandeep Kaur', 'Dr Kevin Keyhani']"
LifeCare Dental CBD,not available,not available,not available,not available,not available,not available,https://lifecaredental.com.au,"['Dr Rahul Sohoni', 'Dr Alex Negoescu', 'Dr Angela Pathmanthan', 'Dr Ashanth Phillips', 'Dr Joanne Berry', 'Dr Yvonne Yoo', 'Dr Negar Darabi', 'Dr Michelle Dunne', 'Dr Laith Aswad', 'Dr Ealin Lee', 'Dr Vireena Koshal', 'Dr Rainer Anderson', 'Dr Claudia Marino', 'Dr Naz Jennings', 'Dr Megan Collins', 'Dr Diffy Zhou', 'Dr Amanda Chee', 'Dr Ida Khosraviani', 'Dr Christopher Vu', 'Dr Ashley Foo', 'Dr Parnian Zareie', 'Dr Zena Ibrahim']"
Dental O So Gentle,Shop 3 The Atrium / 168 St Georges Terrace,Perth,WA,6000,862543770,892265962,http://www.dentalosogentle.com.au,"['Dr Rohan Jagota', 'Dr Jeff Broude', 'Dr Priya Shah', 'Dr Connor Willis']"
Coolamon Dental Centre,56a Mornington Parkway,Ellenbrook,WA,6069,892969970,892969472,http://www.dentistellenbrook.com.au,"['Dr Shaun Loo', 'Dr Lara Andrews', 'Dr Janni Newby', 'Dr Kent Tan', 'Dr Aron Lazaridis']"
Darch Dental Centre,225 Kingsway Road,Darch,WA,6065,893039770,893039781,http://www.darchdental.com.au,"['Dr Naishadh Desai', 'Dr Gaurav Khatri']"
Willeri Dental,6 / 2 Madeira Rd,Parkwood,WA,6147,894578360,Not Available,http://www.willeridental.com.au,"['Dr Meheransh Chopra', 'Dr Vilas Menon']"
St John Dental Armadale (Previously Apollo Dental),Armadale Central Shopping Centre,Armadale,WA,6112,894981905,Not Available,http://www.stjohnhealth.com.au,"['Dr Alan Yeong', 'Dr Lawrence Chan', 'Dr Samantha Row', 'Dr Vivienne Chin', 'Dr Gabrielle Rogers', 'Dr Marcus Choy', 'Dr Thiviya Sivapatham', 'Dr Stephanie Tan', 'Dr Colleen Devine', 'Dr Elise Tan']"
Marri Gum Family Dental,814 South West Highway,Byford,WA,6122,895250888,895250688,http://www.marrigumfamilydental.com.au,"['Dr Adrian Eng', 'Dr Robert Eng']"
Dentist WA Canning Vale,1-2 / 2 Queensgate Drive,Vale,WA,6155,894554565,Not Available,https://www.dentistwa.com.au,"['Dr Saj De Silva', 'Dr Alex Park', 'Dr Maria Hui', 'Dr Gavin Coles', 'Dr Rajaa Chiri', 'Dr Vicki Foo', 'Dr Lily Taheri-Bidzard', 'Dr Suanne Lam', 'Dr Abdullah Kanbour', 'Dr Lahiru Chandraweera', 'Dr Alex Ong', 'Dr Farzam Mehrabi', 'Dr Hosam Ehdeyhed', 'Dr Yeshani Chandraweera']"
Stirling Street Dental Clinic,Ground Floor,Perth,WA,6000,892277700,Not Available,http://www.stirlingstreetdental.com.au/,"['Dr Jamie Chua', 'Dr Tze Liong Ting']"
Pearsall Dental Centre,Suite 4 / 155 Willespie Drive,Pearsall,WA,6065,894056379,894046745,http://pearsalldental.com.au/,"['Dr Ramandeep Kaur', 'Dr Kevin Keyhani']"
LifeCare Dental CBD,not available,not available,not available,not available,not available,not available,https://lifecaredental.com.au,"['Dr Rahul Sohoni', 'Dr Alex Negoescu', 'Dr Angela Pathmanthan', 'Dr Ashanth Phillips', 'Dr Joanne Berry', 'Dr Yvonne Yoo', 'Dr Negar Darabi', 'Dr Michelle Dunne', 'Dr Laith Aswad', 'Dr Ealin Lee', 'Dr Vireena Koshal', 'Dr Rainer Anderson', 'Dr Claudia Marino', 'Dr Naz Jennings', 'Dr Megan Collins', 'Dr Diffy Zhou', 'Dr Amanda Chee', 'Dr Ida Khosraviani', 'Dr Christopher Vu', 'Dr Ashley Foo', 'Dr Parnian Zareie', 'Dr Zena Ibrahim']"
Dental O So Gentle,Shop 3 The Atrium / 168 St Georges Terrace,Perth,WA,6000,862543770,892265962,http://www.dentalosogentle.com.au,"['Dr Rohan Jagota', 'Dr Jeff Broude', 'Dr Priya Shah', 'Dr Connor Willis']"
Coolamon Dental Centre,56a Mornington Parkway,Ellenbrook,WA,6069,892969970,892969472,http://www.dentistellenbrook.com.au,"['Dr Shaun Loo', 'Dr Lara Andrews', 'Dr Janni Newby', 'Dr Kent Tan', 'Dr Aron Lazaridis']"
Perth Family Dental (formerly dentist@morley),DENTIST@MORLEY,Morley,WA,6062,892768550,Not Available,http://www.morleydental.com.au,"['Dr Rony Gandhi', 'Dr Rachel Ocampo', 'Dr saroj Kamble', 'Dr Malavika Manikanddan', 'Dr Silas Prashant']"
Alpha Dental,Waterford Plaza Shopping Centre,Karawara,WA,6152,893131182,Not Available,http://www.alphadentalgroup.com.au,"['Dr Jason Loong', 'Dr Jocelyn Chan', 'Dr Jason Cheong']"
Dentistry Plus Joondalup,Suite 2 / 85 Reid Promenade,Joondalup,WA,6027,893001515,Not Available,http://www.dentistryplus.com.au,"['Dr Kabir Ally', 'Dr Arvin Kohli']"
Classic Dental Centre,6 / 127 The Broadview,Landsdale,WA,6065,863050299,863050290,https://www.classicdental.com.au,"['Dr Jin Jin Choo', 'Dr Paul Keong', 'Dr Vincent Goh', 'Dr Yash Sheth', 'Dr Chris Qui Huynh', 'Dr Louisa Sturgeon']"
LifeCare Dental Kingsway,not available,not available,not available,not available,not available,not available,https://lifecaredental.com.au,"['Dr Emilia Bonfanti', 'Dr Sharon Fan', 'Dr Lucy Ge', 'Dr Greer Korbosky', 'Dr Silvio Lemut', 'Dr Lydia Ling', 'Dr Alex Negoescu', 'Dr Laine Rasmussen', 'Dr Elaine Tseu', 'Dr Rainer Anderson', 'Dr Vireena Koshal', 'Dr Kavindu Caldera', 'Dr Megan Collins', 'Dr Karun Krishnan', 'Dr Ealin Lee', 'Dr Diffy Zhou']"
Vale Dental Centre,22 Blenheim Rd,Vale,WA,6155,894555880,892563442,http://www.myperthdentist.com.au,"['Dr Serene Ong', 'Dr Anjali Saini', 'Dr Sally Choden', 'Dr Hina Jani', 'Dr Hareesh Thippeswamy']"
Nicholson Road Dental Centre,Unit 5 / 11 Vostan Road,Vale,WA,6155,862542840,Not Available,http://www.dentistcanningvale.com.au,"['Dr Hossam Ismail', 'Dr Srikanth Aluru', 'Dr Mohd Makhdoom', 'Dr Naomi Martin']"
Mount Pleasant Dental Centre,Mount Pleasant Dental Centre,Applecross,WA,6153,08 9364 5580,08 9364 9472,https://www.mountpleasantdental.com.au,"['Dr Herman Jay', 'Dr Scott Bentley', 'Dr Nadia Van Zyl']"
Darlington Dental,2 Montrose Avenue,Darlington,WA,6070,892996084,Not Available,http://www.darlingtondental.com.au,"['Dr Karl Bailey', 'Dr Zuzia Zykus']"
My Midland Dentist,18 Stafford St,Midland,WA,6056,862441256,863130644,http://www.conceptdental.com.au,"['Dr Adam Brewer', 'Dr Kris Thyer', 'Dr Soheila Etemadi', 'Dr Andrew Chan', 'Dr Ian Ho', 'Dr Alice Radu', 'Dr Alvin Vo']"
Perth Family Dental (formerly dentist@morley),DENTIST@MORLEY,Morley,WA,6062,892768550,Not Available,http://www.morleydental.com.au,"['Dr Rony Gandhi', 'Dr Rachel Ocampo', 'Dr saroj Kamble', 'Dr Malavika Manikanddan', 'Dr Silas Prashant']"
Alpha Dental,Waterford Plaza Shopping Centre,Karawara,WA,6152,893131182,Not Available,http://www.alphadentalgroup.com.au,"['Dr Jason Loong', 'Dr Jocelyn Chan', 'Dr Jason Cheong']"
Dentistry Plus Joondalup,Suite 2 / 85 Reid Promenade,Joondalup,WA,6027,893001515,Not Available,http://www.dentistryplus.com.au,"['Dr Kabir Ally', 'Dr Arvin Kohli']"
Classic Dental Centre,6 / 127 The Broadview,Landsdale,WA,6065,863050299,863050290,https://www.classicdental.com.au,"['Dr Jin Jin Choo', 'Dr Paul Keong', 'Dr Vincent Goh', 'Dr Yash Sheth', 'Dr Chris Qui Huynh', 'Dr Louisa Sturgeon']"
LifeCare Dental Kingsway,not available,not available,not available,not available,not available,not available,https://lifecaredental.com.au,"['Dr Emilia Bonfanti', 'Dr Sharon Fan', 'Dr Lucy Ge', 'Dr Greer Korbosky', 'Dr Silvio Lemut', 'Dr Lydia Ling', 'Dr Alex Negoescu', 'Dr Laine Rasmussen', 'Dr Elaine Tseu', 'Dr Rainer Anderson', 'Dr Vireena Koshal', 'Dr Kavindu Caldera', 'Dr Megan Collins', 'Dr Karun Krishnan', 'Dr Ealin Lee', 'Dr Diffy Zhou']"
Vale Dental Centre,22 Blenheim Rd,Vale,WA,6155,894555880,892563442,http://www.myperthdentist.com.au,"['Dr Serene Ong', 'Dr Anjali Saini', 'Dr Sally Choden', 'Dr Hina Jani', 'Dr Hareesh Thippeswamy']"
Nicholson Road Dental Centre,Unit 5 / 11 Vostan Road,Vale,WA,6155,862542840,Not Available,http://www.dentistcanningvale.com.au,"['Dr Hossam Ismail', 'Dr Srikanth Aluru', 'Dr Mohd Makhdoom', 'Dr Naomi Martin']"
Mount Pleasant Dental Centre,Mount Pleasant Dental Centre,Applecross,WA,6153,08 9364 5580,08 9364 9472,https://www.mountpleasantdental.com.au,"['Dr Herman Jay', 'Dr Scott Bentley', 'Dr Nadia Van Zyl']"
Darlington Dental,2 Montrose Avenue,Darlington,WA,6070,892996084,Not Available,http://www.darlingtondental.com.au,"['Dr Karl Bailey', 'Dr Zuzia Zykus']"
My Midland Dentist,18 Stafford St,Midland,WA,6056,862441256,863130644,http://www.conceptdental.com.au,"['Dr Adam Brewer', 'Dr Kris Thyer', 'Dr Soheila Etemadi', 'Dr Andrew Chan', 'Dr Ian Ho', 'Dr Alice Radu', 'Dr Alvin Vo']"
Cannington Dental Centre,2/1341 Albany Highway,Cannington,WA,6107,894588646,894588656,https://canningtondental.com.au,"['Dr Zamira Imin', 'Dr Darren Chai', 'Dr Jeffrey Yong', 'Dr Elisabeth (Lisa) Staer', 'Dr Grace Gilbert', 'Dr Vanessa Ho', 'Dr Nafiz Chowdhury']"
Bentley Dental Clinic,Bentley Dental Clinic,Bentley,WA,6102,893562644,893562156,http://www.bentleydentalclinic.com.au/,"['Dr Glenn Lee', 'Dr Tom Vermeltfoort', 'Dr Aaron Wong']"
Byford Dental Centre,809 S Western Hwy,Byford,WA,6122,895250550,895250490,https://byforddental.com.au/,"['Dr Elton Wong', 'Dr Robert Eng', 'Dr Paul Milligan', 'Dr Debra Ong', 'Dr Adrian Eng']"
Gateways Dental Centre,Gateways Shopping Centre,Success,WA,6164,894986000,Not Available,http://www.gatewaysdentalcentre.com.au,"['Dr Carolyn Chiew', 'Dr Andrew House', 'Dr Ezra Oon', 'Dr Emma Perry', 'Dr Leigh Quan']"
Aim Dental Woodvale,Suite 13 / 923 Whitfords Avenue,Woodvale,WA,6026,894488677,893436631,http://www.aimdental.com.au,"['Dr David Beecham', 'Dr Evelyn Beecham', 'Dr Jarryd Chapman', 'Dr Priscilla Lam', 'Dr Hayden Brooke']"
Oxford Street Dental,Suite 3B / 356 Oxford Street,Leederville,WA,6007,892019886,Not Available,http://www.oxfordstreetdental.com.au,"['Dr Anthony Poli', 'Dr Monica Hernandez', 'Dr Jason Tang', 'Dr Nick Albatis', 'Dr Aran Moorthy', 'Dr Mark Gee']"
Malaga Dental Clinic,Suite E / 1/8 Exchange road,Malaga,WA,6090,892091355,Not Available,http://malagadental.com.au,"['Dr Nilesh Vidhate', 'Dr Naishadh Desai', 'Dr Gaurav Khatri']"
Kingsley Village Dental Centre,Suite 2 / 62 Creaney Drive,Kingsley,WA,6026,894097424,Not Available,http://www.kingsleydental.com.au,"['Dr Stephen Hollander', 'Dr Andrew Heap', 'Dr Deanne Annastasas', 'Dr Unna Chidambaram', 'Dr Michael Fong']"
Hocking Dental Care,92 Greenfields Circle,Wanneroo,WA,6065,893062755,Not Available,http://www.hockingdental.com.au,"['Dr Jessica Hunter', 'Dr AJ Kanupuru', 'Dr Mayuri Gavit', 'Dr Praveen Ayethepalle', 'Dr Hemant Suthar']"
Ellenbrook Dental Clinic,Shop 9 / 14 Main Street,Ellenbrook,WA,6069,08 9297 1117,08 9297 2117,http://www.ellenbrookdentalclinic.com.au,"['Dr Junyi Ho', 'Dr Sally Law', 'Dr Thanh Nguyen']"
Cannington Dental Centre,2/1341 Albany Highway,Cannington,WA,6107,894588646,894588656,https://canningtondental.com.au,"['Dr Zamira Imin', 'Dr Darren Chai', 'Dr Jeffrey Yong', 'Dr Elisabeth (Lisa) Staer', 'Dr Grace Gilbert', 'Dr Vanessa Ho', 'Dr Nafiz Chowdhury']"
Bentley Dental Clinic,Bentley Dental Clinic,Bentley,WA,6102,893562644,893562156,http://www.bentleydentalclinic.com.au/,"['Dr Glenn Lee', 'Dr Tom Vermeltfoort', 'Dr Aaron Wong']"
Byford Dental Centre,809 S Western Hwy,Byford,WA,6122,895250550,895250490,https://byforddental.com.au/,"['Dr Elton Wong', 'Dr Robert Eng', 'Dr Paul Milligan', 'Dr Debra Ong', 'Dr Adrian Eng']"
Gateways Dental Centre,Gateways Shopping Centre,Success,WA,6164,894986000,Not Available,http://www.gatewaysdentalcentre.com.au,"['Dr Carolyn Chiew', 'Dr Andrew House', 'Dr Ezra Oon', 'Dr Emma Perry', 'Dr Leigh Quan']"
Aim Dental Woodvale,Suite 13 / 923 Whitfords Avenue,Woodvale,WA,6026,894488677,893436631,http://www.aimdental.com.au,"['Dr David Beecham', 'Dr Evelyn Beecham', 'Dr Jarryd Chapman', 'Dr Priscilla Lam', 'Dr Hayden Brooke']"
Oxford Street Dental,Suite 3B / 356 Oxford Street,Leederville,WA,6007,892019886,Not Available,http://www.oxfordstreetdental.com.au,"['Dr Anthony Poli', 'Dr Monica Hernandez', 'Dr Jason Tang', 'Dr Nick Albatis', 'Dr Aran Moorthy', 'Dr Mark Gee']"
Malaga Dental Clinic,Suite E / 1/8 Exchange road,Malaga,WA,6090,892091355,Not Available,http://malagadental.com.au,"['Dr Nilesh Vidhate', 'Dr Naishadh Desai', 'Dr Gaurav Khatri']"
Kingsley Village Dental Centre,Suite 2 / 62 Creaney Drive,Kingsley,WA,6026,894097424,Not Available,http://www.kingsleydental.com.au,"['Dr Stephen Hollander', 'Dr Andrew Heap', 'Dr Deanne Annastasas', 'Dr Unna Chidambaram', 'Dr Michael Fong']"
Hocking Dental Care,92 Greenfields Circle,Wanneroo,WA,6065,893062755,Not Available,http://www.hockingdental.com.au,"['Dr Jessica Hunter', 'Dr AJ Kanupuru', 'Dr Mayuri Gavit', 'Dr Praveen Ayethepalle', 'Dr Hemant Suthar']"
Ellenbrook Dental Clinic,Shop 9 / 14 Main Street,Ellenbrook,WA,6069,08 9297 1117,08 9297 2117,http://www.ellenbrookdentalclinic.com.au,"['Dr Junyi Ho', 'Dr Sally Law', 'Dr Thanh Nguyen']"
Cannington Dental Centre,2/1341 Albany Highway,Cannington,WA,6107,894588646,894588656,https://canningtondental.com.au,"['Dr Zamira Imin', 'Dr Darren Chai', 'Dr Jeffrey Yong', 'Dr Elisabeth (Lisa) Staer', 'Dr Grace Gilbert', 'Dr Vanessa Ho', 'Dr Nafiz Chowdhury']"
Bentley Dental Clinic,Bentley Dental Clinic,Bentley,WA,6102,893562644,893562156,http://www.bentleydentalclinic.com.au/,"['Dr Glenn Lee', 'Dr Tom Vermeltfoort', 'Dr Aaron Wong']"
Byford Dental Centre,809 S Western Hwy,Byford,WA,6122,895250550,895250490,https://byforddental.com.au/,"['Dr Elton Wong', 'Dr Robert Eng', 'Dr Paul Milligan', 'Dr Debra Ong', 'Dr Adrian Eng']"
Gateways Dental Centre,Gateways Shopping Centre,Success,WA,6164,894986000,Not Available,http://www.gatewaysdentalcentre.com.au,"['Dr Carolyn Chiew', 'Dr Andrew House', 'Dr Ezra Oon', 'Dr Emma Perry', 'Dr Leigh Quan']"
Aim Dental Woodvale,Suite 13 / 923 Whitfords Avenue,Woodvale,WA,6026,894488677,893436631,http://www.aimdental.com.au,"['Dr David Beecham', 'Dr Evelyn Beecham', 'Dr Jarryd Chapman', 'Dr Priscilla Lam', 'Dr Hayden Brooke']"
Oxford Street Dental,Suite 3B / 356 Oxford Street,Leederville,WA,6007,892019886,Not Available,http://www.oxfordstreetdental.com.au,"['Dr Anthony Poli', 'Dr Monica Hernandez', 'Dr Jason Tang', 'Dr Nick Albatis', 'Dr Aran Moorthy', 'Dr Mark Gee']"
Malaga Dental Clinic,Suite E / 1/8 Exchange road,Malaga,WA,6090,892091355,Not Available,http://malagadental.com.au,"['Dr Nilesh Vidhate', 'Dr Naishadh Desai', 'Dr Gaurav Khatri']"
Kingsley Village Dental Centre,Suite 2 / 62 Creaney Drive,Kingsley,WA,6026,894097424,Not Available,http://www.kingsleydental.com.au,"['Dr Stephen Hollander', 'Dr Andrew Heap', 'Dr Deanne Annastasas', 'Dr Unna Chidambaram', 'Dr Michael Fong']"
Hocking Dental Care,92 Greenfields Circle,Wanneroo,WA,6065,893062755,Not Available,http://www.hockingdental.com.au,"['Dr Jessica Hunter', 'Dr AJ Kanupuru', 'Dr Mayuri Gavit', 'Dr Praveen Ayethepalle', 'Dr Hemant Suthar']"
Ellenbrook Dental Clinic,Shop 9 / 14 Main Street,Ellenbrook,WA,6069,08 9297 1117,08 9297 2117,http://www.ellenbrookdentalclinic.com.au,"['Dr Junyi Ho', 'Dr Sally Law', 'Dr Thanh Nguyen']"
Dentistry on Arnisdale,Suite 4 / 57 Arnisdale Road,Duncraig,WA,6023,894470998,892437774,https://www.dentistryonarnisdale.com.au,"['Dr David Blake', 'Dr Niyati Khedkar', 'Dr Priti Pardy']"
Cedric Street Dental Centre,4 / 51 Cedric St,Stirling,WA,6021,893451233,893455733,http://www.cedricstreetdental.com.au,"['Dr Silas Prashant', 'Dr liliana Brodie', 'Dr Rachel Ocampo', 'Dr Mahmoud Ahmed', 'Dr Pasteur (louie) Tran', 'Dr Saroj Kamble', 'Dr Rony Gandhi', 'Dr Sean Heah']"
Advanced Dental Spa Willetton,5 / 300 Vahland Ave,Willetton,WA,6155,892596008,892596108,http://www.advanceddentalspa.com.au,"['Dr Michael Lai', 'Dr Janet Woon', 'Dr Clare Ho', 'Dr Victor Tan', 'Dr Cassandra Voola']"
Sparkle Dental Joondalup,Unit 2 / 143 Grand Boulevard,Joondalup,WA,6027,893002622,Not Available,http://www.sparkledentaljoondalup.com.au,"['Dr Alex Devellerez', 'Dr Simon Frame', 'Dr Shereen Lim']"
Dental at Joondalup,Unit 7 / 189 Lakeside Dr,Joondalup,WA,6027,893014088,893014066,http://dentalatjoondalup.com.au/,"['Dr Akhil Chandra', ""Dr Ol'ga Knurova""]"
West Perth Dental Centre,West Perth Dental Centre,Perth,WA,6005,893216928,893211785,http://www.wpdentalcentre.com,"['Dr Michael Wu', 'Dr Brian McElhinney', 'Dr Mark Harrison']"
TN Dental North Perth,477 Fitzgerald St,Perth,WA,6006,892278878,not available,not available,"['Dr Karen Junghyun Kim', 'Dr Tai Nguyen']"
My Dentist @ Applecross,729 Canning Hwy,Applecross,WA,6153,893160555,893160100,https://www.mydentistapplecross.com.au,"['Dr Rodrigo Orb', 'Dr Bob Winterbottom']"
Gledden Dental,4th Floor Gledden Arcade / 731 Hay Street,Perth,WA,6000,893217671,893217766,http://www.gleddendental.com.au,"['Dr Anthony Barnes', 'Dr Owen Chin']"
Crescent Village Dental Centre,Suite 12-13 / 53 The Crescent,Midland,WA,6056,892744669,Not Available,https://crescentvillagedental.com.au,"['Dr Rob Adams', 'Dr Paul Tan', 'Dr Chin Keat Ting', 'Dr See Mun Chan', 'Dr Hanya Furdas', 'Dr Thomas Zimmermann']"
Dentistry on Arnisdale,Suite 4 / 57 Arnisdale Road,Duncraig,WA,6023,894470998,892437774,https://www.dentistryonarnisdale.com.au,"['Dr David Blake', 'Dr Niyati Khedkar', 'Dr Priti Pardy']"
Cedric Street Dental Centre,4 / 51 Cedric St,Stirling,WA,6021,893451233,893455733,http://www.cedricstreetdental.com.au,"['Dr Silas Prashant', 'Dr liliana Brodie', 'Dr Rachel Ocampo', 'Dr Mahmoud Ahmed', 'Dr Pasteur (louie) Tran', 'Dr Saroj Kamble', 'Dr Rony Gandhi', 'Dr Sean Heah']"
Advanced Dental Spa Willetton,5 / 300 Vahland Ave,Willetton,WA,6155,892596008,892596108,http://www.advanceddentalspa.com.au,"['Dr Michael Lai', 'Dr Janet Woon', 'Dr Clare Ho', 'Dr Victor Tan', 'Dr Cassandra Voola']"
Sparkle Dental Joondalup,Unit 2 / 143 Grand Boulevard,Joondalup,WA,6027,893002622,Not Available,http://www.sparkledentaljoondalup.com.au,"['Dr Alex Devellerez', 'Dr Simon Frame', 'Dr Shereen Lim']"
Dental at Joondalup,Unit 7 / 189 Lakeside Dr,Joondalup,WA,6027,893014088,893014066,http://dentalatjoondalup.com.au/,"['Dr Akhil Chandra', ""Dr Ol'ga Knurova""]"
West Perth Dental Centre,West Perth Dental Centre,Perth,WA,6005,893216928,893211785,http://www.wpdentalcentre.com,"['Dr Michael Wu', 'Dr Brian McElhinney', 'Dr Mark Harrison']"
TN Dental North Perth,477 Fitzgerald St,Perth,WA,6006,892278878,not available,not available,"['Dr Karen Junghyun Kim', 'Dr Tai Nguyen']"
My Dentist @ Applecross,729 Canning Hwy,Applecross,WA,6153,893160555,893160100,https://www.mydentistapplecross.com.au,"['Dr Rodrigo Orb', 'Dr Bob Winterbottom']"
Gledden Dental,4th Floor Gledden Arcade / 731 Hay Street,Perth,WA,6000,893217671,893217766,http://www.gleddendental.com.au,"['Dr Anthony Barnes', 'Dr Owen Chin']"
Crescent Village Dental Centre,Suite 12-13 / 53 The Crescent,Midland,WA,6056,892744669,Not Available,https://crescentvillagedental.com.au,"['Dr Rob Adams', 'Dr Paul Tan', 'Dr Chin Keat Ting', 'Dr See Mun Chan', 'Dr Hanya Furdas', 'Dr Thomas Zimmermann']"
Dentistry on Arnisdale,Suite 4 / 57 Arnisdale Road,Duncraig,WA,6023,894470998,892437774,https://www.dentistryonarnisdale.com.au,"['Dr David Blake', 'Dr Niyati Khedkar', 'Dr Priti Pardy']"
Cedric Street Dental Centre,4 / 51 Cedric St,Stirling,WA,6021,893451233,893455733,http://www.cedricstreetdental.com.au,"['Dr Silas Prashant', 'Dr liliana Brodie', 'Dr Rachel Ocampo', 'Dr Mahmoud Ahmed', 'Dr Pasteur (louie) Tran', 'Dr Saroj Kamble', 'Dr Rony Gandhi', 'Dr Sean Heah']"
Advanced Dental Spa Willetton,5 / 300 Vahland Ave,Willetton,WA,6155,892596008,892596108,http://www.advanceddentalspa.com.au,"['Dr Michael Lai', 'Dr Janet Woon', 'Dr Clare Ho', 'Dr Victor Tan', 'Dr Cassandra Voola']"
Sparkle Dental Joondalup,Unit 2 / 143 Grand Boulevard,Joondalup,WA,6027,893002622,Not Available,http://www.sparkledentaljoondalup.com.au,"['Dr Alex Devellerez', 'Dr Simon Frame', 'Dr Shereen Lim']"
Dental at Joondalup,Unit 7 / 189 Lakeside Dr,Joondalup,WA,6027,893014088,893014066,http://dentalatjoondalup.com.au/,"['Dr Akhil Chandra', ""Dr Ol'ga Knurova""]"
West Perth Dental Centre,West Perth Dental Centre,Perth,WA,6005,893216928,893211785,http://www.wpdentalcentre.com,"['Dr Michael Wu', 'Dr Brian McElhinney', 'Dr Mark Harrison']"
TN Dental North Perth,477 Fitzgerald St,Perth,WA,6006,892278878,not available,not available,"['Dr Karen Junghyun Kim', 'Dr Tai Nguyen']"
My Dentist @ Applecross,729 Canning Hwy,Applecross,WA,6153,893160555,893160100,https://www.mydentistapplecross.com.au,"['Dr Rodrigo Orb', 'Dr Bob Winterbottom']"
Gledden Dental,4th Floor Gledden Arcade / 731 Hay Street,Perth,WA,6000,893217671,893217766,http://www.gleddendental.com.au,"['Dr Anthony Barnes', 'Dr Owen Chin']"
Crescent Village Dental Centre,Suite 12-13 / 53 The Crescent,Midland,WA,6056,892744669,Not Available,https://crescentvillagedental.com.au,"['Dr Rob Adams', 'Dr Paul Tan', 'Dr Chin Keat Ting', 'Dr See Mun Chan', 'Dr Hanya Furdas', 'Dr Thomas Zimmermann']"
Cambridge City Dental,Cnr Holyrood Street,Leederville,WA,6007,893828266,893828277,http://www.ccdental.com.au,"['Dr Sam Zein', 'Dr Christopher Bucktin', 'Dr Karsten Juengling']"
Accent Dental Care,Mezzanine Floor HSBC / 190 St Georges Tce,Perth,WA,6000,892261461,1300764531,https://www.accentdental.com.au,"['Dr Peter Wroth', 'Dr Daniel Abbondanza']"
